"term","total","prob"
"adversary",111,2.0455821587457e-05
"adverse",230,4.23859366226586e-05
"adversely",60,1.10572008580849e-05
"adversity",314,5.78660178239774e-05
"advert",141,2.59844220164994e-05
"advertise",333,6.1367464762371e-05
"advertised",283,5.21531307139669e-05
"advertisement",283,5.21531307139669e-05
"advertisements",213,3.92530630462013e-05
"advertiser",78,1.43743611155103e-05
"advertisers",285,5.25217040759031e-05
"advertises",32,5.89717379097859e-06
"advertising",2593,0.000477855363750234
"adverts",105,1.93501015016485e-05
"advice",5548,0.00102242250601091
"advices",16,2.9485868954893e-06
"advil",125,2.30358351210101e-05
"advisable",67,1.23472076248614e-05
"advise",538,9.91462343608276e-05
"advised",535,9.85933743179233e-05
"adviser",194,3.57516161078077e-05
"advisers",123,2.2667261759074e-05
"advises",109,2.00872482255208e-05
"advising",161,2.9670155635861e-05
"advisor",383,7.0581798810775e-05
"advisories",23,4.23859366226586e-06
"advisors",233,4.29387966655629e-05
"advisory",458,8.44032998833811e-05
"advocacy",468,8.62461666930619e-05
"advocate",811,0.000149456498265114
"advocated",136,2.5062988611659e-05
"advocates",524,9.65662208272744e-05
"advocating",222,4.0911643174914e-05
"adware",9,1.65858012871273e-06
"adwkdc",4,7.37146723872324e-07
"adwords",105,1.93501015016485e-05
"ady",9,1.65858012871273e-06
"ae",217,3.99902097700736e-05
"aeds",10,1.84286680968081e-06
"aeg",15,2.76430021452122e-06
"aegean",16,2.9485868954893e-06
"aejo",9,1.65858012871273e-06
"aer",12,2.21144017161697e-06
"aera",31,5.71288711001051e-06
"aerial",197,3.6304476150712e-05
"aerialist",50,9.21433404840405e-06
"aeriel",4,7.37146723872324e-07
"aero",125,2.30358351210101e-05
"aerobic",68,1.25314943058295e-05
"aerobics",91,1.67700879680954e-05
"aerodynamic",46,8.47718732453173e-06
"aerodynamics",29,5.34431374807435e-06
"aeronautics",21,3.8700203003297e-06
"aeroplane",26,4.79145370517011e-06
"aerosmith",79,1.45586477964784e-05
"aerosmiths",10,1.84286680968081e-06
"aerosol",46,8.47718732453173e-06
"aerospace",85,1.56643678822869e-05
"aes",23,4.23859366226586e-06
"aesop",32,5.89717379097859e-06
"aesthetic",427,7.86904127733706e-05
"aesthetically",78,1.43743611155103e-05
"aesthetics",172,3.16973091265099e-05
"aetna",12,2.21144017161697e-06
"af",1321,0.000243442705558835
"afa",39,7.18718055775516e-06
"afar",225,4.14645032178182e-05
"afb",40,7.37146723872324e-06
"afc",193,3.55673294268396e-05
"afer",11,2.02715349064889e-06
"affable",42,7.7400406006594e-06
"affair",1051,0.000193685301697453
"affairs",1089,0.00020068819557424
"affect",1671,0.000307943043897663
"affectation",14,2.58001353355313e-06
"affected",1376,0.000253578473012079
"affecting",410,7.55575391969132e-05
"affection",550,0.000101357674532445
"affectionate",125,2.30358351210101e-05
"affectionately",97,1.78758080539039e-05
"affections",93,1.71386613300315e-05
"affective",45,8.29290064356364e-06
"affects",634,0.000116837755733763
"affidavit",99,1.824438141584e-05
"affidavits",17,3.13287357645738e-06
"affiliate",292,5.38117108426797e-05
"affiliated",223,4.10959298558821e-05
"affiliates",114,2.10086816303612e-05
"affiliation",148,2.7274428783276e-05
"affiliations",51,9.39862072937213e-06
"affinity",147,2.70901421023079e-05
"affirm",145,2.67215687403717e-05
"affirmation",201,3.70416228745843e-05
"affirmations",93,1.71386613300315e-05
"affirmative",154,2.83801488690845e-05
"affirmatively",8,1.47429344774465e-06
"affirmed",143,2.63529953784356e-05
"affirming",92,1.69543746490635e-05
"affirms",58,1.06886274961487e-05
"affixed",41,7.55575391969132e-06
"afflalo",24,4.42288034323394e-06
"affleck",42,7.7400406006594e-06
"afflicted",106,1.95343881826166e-05
"afflicting",10,1.84286680968081e-06
"affliction",121,2.22986883971378e-05
"afflictions",47,8.66147400549981e-06
"affluence",35,6.45003383388283e-06
"affluent",119,2.19301150352016e-05
"afforable",4,7.37146723872324e-07
"afford",2166,0.000399164950976863
"affordability",77,1.41900744345422e-05
"affordable",1159,0.000213588263242006
"afforded",150,2.76430021452122e-05
"affords",52,9.58290741034021e-06
"affront",57,1.05043408151806e-05
"affronted",16,2.9485868954893e-06
"afghan",468,8.62461666930619e-05
"afghani",17,3.13287357645738e-06
"afghanistan",1235,0.00022759405099558
"afghanistans",24,4.42288034323394e-06
"afghans",100,1.84286680968081e-05
"afi",25,4.60716702420203e-06
"aficionado",55,1.01357674532445e-05
"aficionados",68,1.25314943058295e-05
"afield",47,8.66147400549981e-06
"afire",18,3.31716025742546e-06
"afl",47,8.66147400549981e-06
"aflame",18,3.31716025742546e-06
"afloat",127,2.34044084829463e-05
"aflutter",14,2.58001353355313e-06
"afn",13,2.39572685258505e-06
"afoot",83,1.52957945203507e-05
"afore",29,5.34431374807435e-06
"aforementioned",394,7.26089523014239e-05
"afoul",18,3.31716025742546e-06
"afp",71,1.30843543487338e-05
"afr",7,1.29000676677657e-06
"afraid",4539,0.00083647724491412
"afresh",69,1.27157809867976e-05
"africa",3116,0.00057423729789654
"african",2407,0.000443578041090171
"africanamerican",293,5.39959975236477e-05
"africanamericans",109,2.00872482255208e-05
"africanized",4,7.37146723872324e-07
"africans",428,7.88746994543387e-05
"africas",225,4.14645032178182e-05
"africom",8,1.47429344774465e-06
"afriforum",17,3.13287357645738e-06
"afrika",20,3.68573361936162e-06
"afrikaans",105,1.93501015016485e-05
"afrikaburn",7,1.29000676677657e-06
"afrikaner",146,2.69058554213398e-05
"afrikaners",138,2.54315619735952e-05
"afro",125,2.30358351210101e-05
"afroamerican",7,1.29000676677657e-06
"afrobeat",15,2.76430021452122e-06
"afrocuban",13,2.39572685258505e-06
"afrofuturism",6,1.10572008580849e-06
"afrolicious",4,7.37146723872324e-07
"afropop",4,7.37146723872324e-07
"afs",49,9.03004736743597e-06
"afscme",24,4.42288034323394e-06
"aft",73,1.34529277106699e-05
"afta",44,8.10861396259556e-06
"after",74788,0.0137824322962408
"afterall",142,2.61687086974675e-05
"afterburn",6,1.10572008580849e-06
"afterdinner",9,1.65858012871273e-06
"aftereffects",41,7.55575391969132e-06
"afterglow",40,7.37146723872324e-06
"afterhours",48,8.84576068646789e-06
"afterlife",127,2.34044084829463e-05
"aftermarket",23,4.23859366226586e-06
"aftermath",355,6.54217717436687e-05
"afternoon",7761,0.00143024893099328
"afternoonevening",20,3.68573361936162e-06
"afternoons",309,5.6944584419137e-05
"afterparty",124,2.2851548440042e-05
"afters",48,8.84576068646789e-06
"afterschool",134,2.46944152497229e-05
"aftershave",16,2.9485868954893e-06
"aftershow",7,1.29000676677657e-06
"aftertaste",135,2.48787019306909e-05
"afterthought",85,1.56643678822869e-05
"afterthoughts",8,1.47429344774465e-06
"afterward",457,8.4219013202413e-05
"afterwards",1292,0.000238098391810761
"afterwork",32,5.89717379097859e-06
"afton",9,1.65858012871273e-06
"aftra",63,1.16100609009891e-05
"ag",370,6.818607195819e-05
"again",49101,0.00904866032221375
"againall",4,7.37146723872324e-07
"againand",32,5.89717379097859e-06
"againbut",16,2.9485868954893e-06
"againdo",4,7.37146723872324e-07
"againhope",4,7.37146723872324e-07
"againhow",4,7.37146723872324e-07
"againi",85,1.56643678822869e-05
"againjust",6,1.10572008580849e-06
"against",19237,0.00354512288178297
"againthat",13,2.39572685258505e-06
"againthe",17,3.13287357645738e-06
"agape",53,9.76719409130829e-06
"agatha",102,1.87972414587443e-05
"agave",134,2.46944152497229e-05
"agco",4,7.37146723872324e-07
"age",9691,0.00178592222526167
"ageappropriate",26,4.79145370517011e-06
"aged",1072,0.000197555321997783
"agegenre",6,1.10572008580849e-06
"ageing",73,1.34529277106699e-05
"ageless",34,6.26574715291475e-06
"agencies",1122,0.000206769656046187
"agency",2682,0.000494256878356393
"agencys",151,2.78272888261802e-05
"agenda",1447,0.000266662827360813
"agendas",142,2.61687086974675e-05
"agent",2903,0.000534984234850339
"agents",1851,0.000341114646471918
"ageold",70,1.29000676677657e-05
"agerelated",27,4.97574038613819e-06
"ages",2505,0.000461638135825043
"agey",4,7.37146723872324e-07
"agghhh",4,7.37146723872324e-07
"aggie",48,8.84576068646789e-06
"aggies",58,1.06886274961487e-05
"aggra",6,1.10572008580849e-06
"aggravate",43,7.92432728162748e-06
"aggravated",223,4.10959298558821e-05
"aggravating",89,1.64015146061592e-05
"aggravation",42,7.7400406006594e-06
"aggregate",124,2.2851548440042e-05
"aggregated",30,5.52860042904243e-06
"aggregates",12,2.21144017161697e-06
"aggregation",48,8.84576068646789e-06
"aggregator",17,3.13287357645738e-06
"aggression",236,4.34916567084671e-05
"aggressive",1007,0.000185576687734858
"aggressively",198,3.648876283168e-05
"aggressiveness",29,5.34431374807435e-06
"aggressor",46,8.47718732453173e-06
"aggrieved",36,6.63432051485092e-06
"aggro",16,2.9485868954893e-06
"agh",78,1.43743611155103e-05
"aghast",52,9.58290741034021e-06
"aghhh",14,2.58001353355313e-06
"aghhhhh",6,1.10572008580849e-06
"agi",5,9.21433404840405e-07
"agian",33,6.08146047194667e-06
"agile",183,3.37244626171588e-05
"agility",126,2.32201218019782e-05
"aging",706,0.000130106396763465
"agirldeserves",35,6.45003383388283e-06
"agirljustwants",14,2.58001353355313e-06
"agitated",102,1.87972414587443e-05
"agitation",69,1.27157809867976e-05
"agitator",12,2.21144017161697e-06
"agitators",17,3.13287357645738e-06
"aglow",18,3.31716025742546e-06
"agm",54,9.95148077227637e-06
"agnes",97,1.78758080539039e-05
"agnostic",104,1.91658148206804e-05
"agnosticism",13,2.39572685258505e-06
"ago",19299,0.003556548656003
"agoand",6,1.10572008580849e-06
"agoi",27,4.97574038613819e-06
"agon",11,2.02715349064889e-06
"agong",23,4.23859366226586e-06
"agonies",9,1.65858012871273e-06
"agonist",6,1.10572008580849e-06
"agonizing",102,1.87972414587443e-05
"agonizingly",13,2.39572685258505e-06
"agony",282,5.19688440329988e-05
"agoobiz",11,2.02715349064889e-06
"agood",8,1.47429344774465e-06
"agora",31,5.71288711001051e-06
"agothat",4,7.37146723872324e-07
"agoyou",4,7.37146723872324e-07
"agra",17,3.13287357645738e-06
"agrarian",26,4.79145370517011e-06
"agree",9454,0.00174224628187224
"agreeable",89,1.64015146061592e-05
"agreed",4738,0.000873150294426768
"agreedisagree",8,1.47429344774465e-06
"agreei",18,3.31716025742546e-06
"agreeing",267,4.92045438184776e-05
"agreeit",5,9.21433404840405e-07
"agreement",1884,0.000347196106943865
"agreements",377,6.94760787249665e-05
"agrees",593,0.000109282001814072
"agribusiness",16,2.9485868954893e-06
"agricola",4,7.37146723872324e-07
"agricultural",414,7.62946859207855e-05
"agriculture",483,8.90104669075831e-05
"agricultures",11,2.02715349064889e-06
"aground",22,4.05430698129778e-06
"ags",52,9.58290741034021e-06
"agt",111,2.0455821587457e-05
"agua",30,5.52860042904243e-06
"aguas",29,5.34431374807435e-06
"aguero",24,4.42288034323394e-06
"aguila",4,7.37146723872324e-07
"aguilera",62,1.1425774220021e-05
"aguinaldo",20,3.68573361936162e-06
"aguirre",24,4.42288034323394e-06
"agustin",9,1.65858012871273e-06
"aguyshould",11,2.02715349064889e-06
"agway",8,1.47429344774465e-06
"ah",6988,0.00128779532660495
"aha",993,0.000182996674201304
"ahaa",40,7.37146723872324e-06
"ahaaha",4,7.37146723872324e-07
"ahab",48,8.84576068646789e-06
"ahah",221,4.07273564939459e-05
"ahaha",485,8.93790402695193e-05
"ahahah",111,2.0455821587457e-05
"ahahaha",160,2.9485868954893e-05
"ahahahaha",59,1.08729141771168e-05
"ahahahahah",11,2.02715349064889e-06
"ahahahahaha",22,4.05430698129778e-06
"ahahha",11,2.02715349064889e-06
"ahas",6,1.10572008580849e-06
"ahau",8,1.47429344774465e-06
"ahd",6,1.10572008580849e-06
"ahead",6623,0.0012205306880516
"ahem",328,6.04460313575306e-05
"ahh",1430,0.000263529953784356
"ahha",94,1.73229480109996e-05
"ahhh",147,2.70901421023079e-05
"ahhhh",44,8.10861396259556e-06
"ahhhhh",29,5.34431374807435e-06
"ahhhhhh",12,2.21144017161697e-06
"ahhs",11,2.02715349064889e-06
"ahi",68,1.25314943058295e-05
"ahll",6,1.10572008580849e-06
"ahm",10,1.84286680968081e-06
"ahmad",97,1.78758080539039e-05
"ahmadinejad",38,7.00289387678708e-06
"ahmadinejads",4,7.37146723872324e-07
"ahmazing",54,9.95148077227637e-06
"ahmed",104,1.91658148206804e-05
"ahmet",17,3.13287357645738e-06
"ahn",18,3.31716025742546e-06
"ahold",101,1.86129547777762e-05
"ahole",88,1.62172279251911e-05
"aholes",40,7.37146723872324e-06
"ahoy",54,9.95148077227637e-06
"ahs",34,6.26574715291475e-06
"ahura",4,7.37146723872324e-07
"ai",391,7.20560922585197e-05
"aia",64,1.17943475819572e-05
"aib",21,3.8700203003297e-06
"aid",1782,0.00032839886548512
"aidan",116,2.13772549922974e-05
"aide",172,3.16973091265099e-05
"aided",137,2.52472752926271e-05
"aiden",84,1.54800812013188e-05
"aides",120,2.21144017161697e-05
"aiding",83,1.52957945203507e-05
"aids",683,0.000125867803101199
"aidswalk",15,2.76430021452122e-06
"aig",49,9.03004736743597e-06
"aight",278,5.12316973091265e-05
"aiight",28,5.16002706710627e-06
"aiken",35,6.45003383388283e-06
"aikido",72,1.32686410297018e-05
"aikman",17,3.13287357645738e-06
"ail",9,1.65858012871273e-06
"aileen",8,1.47429344774465e-06
"ailey",7,1.29000676677657e-06
"ailing",86,1.5848654563255e-05
"ailment",74,1.3637214391638e-05
"ailments",111,2.0455821587457e-05
"ails",33,6.08146047194667e-06
"aim",1315,0.000242336985473027
"aima",3,5.52860042904243e-07
"aimed",678,0.000124946369696359
"aimee",117,2.15615416732655e-05
"aiming",374,6.89232186820623e-05
"aimless",28,5.16002706710627e-06
"aimlessly",90,1.65858012871273e-05
"aims",437,8.05332795830514e-05
"ain",57,1.05043408151806e-05
"ainsley",7,1.29000676677657e-06
"aint",3213,0.000592113105950444
"aintree",82,1.51115078393826e-05
"aioli",82,1.51115078393826e-05
"aipac",24,4.42288034323394e-06
"air",9563,0.00176233353009776
"airasia",13,2.39572685258505e-06
"airbag",17,3.13287357645738e-06
"airbags",8,1.47429344774465e-06
"airbase",16,2.9485868954893e-06
"airbnb",22,4.05430698129778e-06
"airborne",119,2.19301150352016e-05
"airbrush",75,1.38215010726061e-05
"airbrushed",72,1.32686410297018e-05
"airbrushing",35,6.45003383388283e-06
"airbus",28,5.16002706710627e-06
"airconditioned",83,1.52957945203507e-05
"airconditioning",32,5.89717379097859e-06
"aircraft",537,9.89619476798595e-05
"aired",414,7.62946859207855e-05
"aires",168,3.09601624026376e-05
"airfare",109,2.00872482255208e-05
"airfares",28,5.16002706710627e-06
"airfield",18,3.31716025742546e-06
"airfields",6,1.10572008580849e-06
"airflow",85,1.56643678822869e-05
"airforce",28,5.16002706710627e-06
"airhead",27,4.97574038613819e-06
"airing",340,6.26574715291475e-05
"airline",582,0.000107254848323423
"airliner",30,5.52860042904243e-06
"airliners",14,2.58001353355313e-06
"airlines",783,0.000144296471198007
"airlock",13,2.39572685258505e-06
"airman",12,2.21144017161697e-06
"airmen",39,7.18718055775516e-06
"airplane",577,0.000106333414918583
"airplanes",183,3.37244626171588e-05
"airplay",71,1.30843543487338e-05
"airport",3211,0.000591744532588508
"airports",350,6.45003383388283e-05
"airs",243,4.47816634752437e-05
"airship",23,4.23859366226586e-06
"airsoft",85,1.56643678822869e-05
"airspace",34,6.26574715291475e-06
"airstream",11,2.02715349064889e-06
"airstrike",10,1.84286680968081e-06
"airstrikes",10,1.84286680968081e-06
"airtight",155,2.85644355500526e-05
"airtime",75,1.38215010726061e-05
"airtran",41,7.55575391969132e-06
"airwaves",160,2.9485868954893e-05
"airway",21,3.8700203003297e-06
"airways",158,2.91172955929568e-05
"airy",158,2.91172955929568e-05
"ais",27,4.97574038613819e-06
"aisle",535,9.85933743179233e-05
"aisles",167,3.07758757216695e-05
"aislinn",9,1.65858012871273e-06
"aite",33,6.08146047194667e-06
"aizen",4,7.37146723872324e-07
"aj",497,9.15904804411363e-05
"aja",18,3.31716025742546e-06
"ajax",44,8.10861396259556e-06
"ajbombers",4,7.37146723872324e-07
"aji",17,3.13287357645738e-06
"ajit",9,1.65858012871273e-06
"ajs",28,5.16002706710627e-06
"ak",250,4.60716702420202e-05
"aka",2186,0.000402850684596225
"akas",12,2.21144017161697e-06
"akash",5,9.21433404840405e-07
"akb",9,1.65858012871273e-06
"akbar",39,7.18718055775516e-06
"akc",11,2.02715349064889e-06
"ake",9,1.65858012871273e-06
"akhtar",8,1.47429344774465e-06
"akin",342,6.30260448910837e-05
"akio",4,7.37146723872324e-07
"akira",38,7.00289387678708e-06
"aklan",4,7.37146723872324e-07
"ako",57,1.05043408151806e-05
"akon",29,5.34431374807435e-06
"akron",211,3.88844896842651e-05
"aks",20,3.68573361936162e-06
"akshay",27,4.97574038613819e-06
"akward",89,1.64015146061592e-05
"al",3211,0.000591744532588508
"ala",605,0.000111493441985689
"alabama",916,0.000168806599766762
"alabamas",38,7.00289387678708e-06
"alabaster",29,5.34431374807435e-06
"alaconf",8,1.47429344774465e-06
"aladdin",89,1.64015146061592e-05
"aladdins",13,2.39572685258505e-06
"aladha",4,7.37146723872324e-07
"alain",74,1.3637214391638e-05
"alaina",39,7.18718055775516e-06
"alameda",78,1.43743611155103e-05
